image_path,sample_id,panel_id,question_type,question,answer_type,answer
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_4_b.jpg,atomic-layer-deposition/experimental-usecase/16/fig_4,b,Comparative/Trend,At what temperature do all precursors converge to the same film densities?,Factoid,~350 °C and above.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_5_a.jpg,atomic-layer-deposition/experimental-usecase/16/fig_5,a,Comparative/Trend,Is deposition with Zr(MeCp)(TMEA) self-limiting? Why or why not?,Factoid,"No. The growth rate continues to rise as more precursor is dosed, the deposition is therefore  likely influenced by CVD-like  reactions or precursor decomposition. A self-limiting ALD growth would show a plateau."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_5_a.jpg,atomic-layer-deposition/experimental-usecase/16/fig_5,a,Comparative/Trend,What is the minimum pulse length required to saturate the surface when using Zr(Cp)(ᵗBuDAD)(OⁱPr)?,Factoid,2 seconds.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_5_a.jpg,atomic-layer-deposition/experimental-usecase/16/fig_5,a,Comparative/Trend,How does decreasing the temperature affects the Zr(Me₅Cp)(TEA)?,Factoid,The growth rate decreases by ~ 0.1 Å/cycle.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_5_a.jpg,atomic-layer-deposition/experimental-usecase/16/fig_5,a,Comparative/Trend,Which precursors demonstrate ALD-like saturation?,Factoid,Zr(Cp)(ᵗBuDAD)(OⁱPr)  and Zr(Me₅Cp)(TEA).
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_6_a.jpg,atomic-layer-deposition/experimental-usecase/16/fig_6,a,Comparative/Trend,"Is the film amorphous, crystalline or polycrystalline at 250°C?",Factoid,The film is amorphous.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_6_a.jpg,atomic-layer-deposition/experimental-usecase/16/fig_6,a,Comparative/Trend,Which crystallographic phase is dominant at 250°C?,Factoid,Tetragonal
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_6_b.jpg,atomic-layer-deposition/experimental-usecase/16/fig_6,b,Comparative/Trend,Which phase starts to crystallize at higher temperatures? What supports this conclusion?,Paragraph,Monoclinic phase. Films deposited at 300 °C exhibit only tetragonal difraction peaks. The peaks characteristic for monoclinic phase appear only at temperatures above 350 °C.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_6_b.jpg,atomic-layer-deposition/experimental-usecase/16/fig_6,b,Comparative/Trend,What is the dominant reflection at  300 °C?,Factoid,t(011).
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_7_a.jpg,atomic-layer-deposition/experimental-usecase/16/fig_7,a,Comparative/Trend,How do the films rank from most crystalline to less crystalline?,List,"70 nm, 22 nm, 9 nm"
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_7_a.jpg,atomic-layer-deposition/experimental-usecase/16/fig_7,a,Comparative/Trend,Does increasing the film thickness causes a phase change?,Yes/No,No.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_7_a.jpg,atomic-layer-deposition/experimental-usecase/16/fig_7,a,Comparative/Trend,Why is the intensity of the t(011) peak different for the 70 nm film compared to the 9 nm film?,Paragraph,"The peak for 70 nm is taller than for 9 nm. The intensity of X-ray diffraction peaks generally increases with the volume of crystalline material. A 70 nm film contains significantly more material to diffract the X-rays than a 9 nm film, resulting in taller peaks."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_7_b.jpg,atomic-layer-deposition/experimental-usecase/16/fig_7,b,Comparative/Trend,"At what thickness does the monoclinic phase start to appear, considering only the film thicknesses that were studied?",Factoid,At the film thickness of 29 nm.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_9_a.jpg,atomic-layer-deposition/experimental-usecase/16/fig_9,a,Comparative/Trend,Which precursor produces a film with poorest insulation?,Factoid,Zr(MeCp)(TMEA)
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_9_a.jpg,atomic-layer-deposition/experimental-usecase/16/fig_9,a,Comparative/Trend,Is the behaviour of Zr(MeCp)(TMEA) similar to other precursors? Why or why not?,Paragraph,"No, it is different. The graph shows that when the electric field is negative, the leakage current is low and similar to the other compounds. When electric field is positive, the leakage current spikes compared to other precursors."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_9_a.jpg,atomic-layer-deposition/experimental-usecase/16/fig_9,a,Application/Performance,Is (Zr(Cp)(ᵗBuDAD)(OⁱPr) suitable to deposit insulating films?,Yes/No,Yes.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_9_a.jpg,atomic-layer-deposition/experimental-usecase/16/fig_9,a,Comparative/Trend,What does the dielectric breakdown look like for the Zr(Me₅Cp)(TEA) curve?,Factoid,The curve shoots vertically upward at approx. 1.5 - 1.7 MV/cm.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig4_d.jpg,atomic-layer-deposition/experimental-usecase/18/fig4,d,Application/Performance,How do the trends in this figure guide optimization of ZrN PEALD for device-relevant applications?,Paragraph,"The figure identifies an ALD process window that ensures stable, self-limiting ZrN growth at low temperatures by balancing precursor exposure, plasma reactivity, and purge efficiency. These optimized conditions yield consistent growth per cycle while suppressing parasitic CVD reactions, enabling uniform, conductive ZrN films suitable for temperature-sensitive electronic and interconnect applications"
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig4_b.jpg,atomic-layer-deposition/experimental-usecase/18/fig4,b,Comparative/Trend,What is the observed trend in GPC when varying TDMAZr pulse time and post-precursor purge time?,Factoid,"GPC increases and saturates with increasing TDMAZr pulse time, while it decreases and then stabilizes with increasing post-precursor purge time."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig4_a.jpg,atomic-layer-deposition/experimental-usecase/18/fig4,a,Process-Oriented,Do the growth-per-cycle trends shown in the figure confirm self-limiting PEALD behavior for ZrN under optimized conditions?,Yes/No,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig4_c.jpg,atomic-layer-deposition/experimental-usecase/18/fig4,c,Structure-Property,Which process-related structural factors influence the growth-per-cycle behavior shown in the figure?,List,"Surface saturation by TDMAZr precursor molecules, Efficient removal of surface ligands by forming-gas plasma, Prevention of gas-phase reactions through sufficient purge time, Thermal stability of surface-bound species within the ALD window"
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_1_b.jpg,atomic-layer-deposition/experimental-usecase/18/fig_1,b,Comparative/Trend,How are the precursor delivery and plasma activation steps arranged within a single PEALD cycle?,Factoid,The TDMAZr precursor pulse and forming-gas plasma exposure occur sequentially with Ar purge steps separating them in time.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_1_a.jpg,atomic-layer-deposition/experimental-usecase/18/fig_1,a,Process-Oriented,Does the figure show temporally separated precursor and plasma steps required for self-limiting PEALD growth?,Yes/No,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_2_b.jpg,atomic-layer-deposition/experimental-usecase/18/fig_2,b,Comparative/Trend,What change is observed in the ellipsometric parameters after 10 ZrN PEALD cycles compared to the blank Si substrate?,Factoid,"Both Ψ and Δ exhibit systematic spectral shifts after 10 cycles, indicating the formation of an ultrathin ZrN film."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_2_a.jpg,atomic-layer-deposition/experimental-usecase/18/fig_2,a,Process-Oriented,"Does the figure provide in-situ evidence of self-limiting, cycle-by-cycle ZrN growth during PEALD?",Yes/No,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_3_b.jpg,atomic-layer-deposition/experimental-usecase/18/fig_3,b,Comparative/Trend,What relationship is observed between ZrN film thickness and the number of PEALD cycles?,Factoid,ZrN film thickness increases linearly with ALD cycle number with a constant growth rate of approximately 0.10 nm per cycle.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_3_a.jpg,atomic-layer-deposition/experimental-usecase/18/fig_3,a,Process-Oriented,"Does the figure demonstrate constant, self-limiting growth per cycle during ZrN PEALD?",Yes/No,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_5_a.jpg,atomic-layer-deposition/experimental-usecase/18/fig_5,a,Process-Oriented,Does the figure confirm metallic behavior of the PEALD-grown ZrN film through its optical response?,Yes/No,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_6_a.jpg,atomic-layer-deposition/experimental-usecase/18/fig_6,a,Process-Oriented,Does the valence-band XPS spectrum confirm metallic electronic behavior of the PEALD-grown ZrN film?,Yes/No,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_7_b.jpg,atomic-layer-deposition/experimental-usecase/18/fig_7,b,Comparative/Trend,What trend is observed in ZrN resistivity as the measurement temperature increases?,Factoid,"The resistivity increases approximately linearly with temperature, yielding a positive TCR of about 0.0088 %/°C."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_7_a.jpg,atomic-layer-deposition/experimental-usecase/18/fig_7,a,Process-Oriented,Does the figure demonstrate metallic electrical transport behavior in PEALD-grown ZrN films?,Yes/No,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_2_figure_1_a.jpg,atomic-layer-deposition/experimental-usecase/2/figure_1,a,Process-Oriented,"How does increasing the MeCpPtMe₃ pulse duration influence the precursor-limited half-reaction during Pt ALD, as evidenced by the growth-rate trend in Figure 1?",Paragraph,"Increasing the MeCpPtMe₃ pulse duration increases the likelihood that all available surface reactive sites are exposed to the Pt precursor before purging. This reduces precursor starvation and moves the system toward surface saturation, which is reflected by the gradual increase in growth rate from ~0.44 to ~0.50 Å/cycle. Once saturation is approached, further increases in pulse time yield diminishing returns, consistent with self-limiting ALD behavior."
